Período;ARS;Nº Consultas nos CSP;Nº Consultas CSP (Não Programadas);Nº Consultas CSP (Programadas);Nº Consultas Gripe nos CSP
2021-08-25;ARS Centro;20816.0;10934.0;9882.0;0.0
2021-08-25;ARS Lisboa e Vale do Tejo;34449.0;15040.0;19409.0;1.0
2021-08-26;ARS Norte;48963.0;25371.0;23592.0;2.0
2021-08-28;ARS Norte;2831.0;2426.0;405.0;0.0
2021-08-28;ARS Lisboa e Vale do Tejo;1801.0;1716.0;85.0;0.0
2021-08-28;ARS Alentejo;1005.0;861.0;144.0;0.0
2021-08-28;ARS Algarve;444.0;393.0;51.0;0.0
2021-08-29;ARS Lisboa e Vale do Tejo;1049.0;1047.0;2.0;0.0
2021-08-31;ARS Algarve;4872.0;2573.0;2299.0;0.0
2021-09-01;ARS Lisboa e Vale do Tejo;33536.0;14679.0;18857.0;1.0
2021-09-01;ARS Algarve;4694.0;2405.0;2289.0;0.0
2021-09-02;ARS Norte;52131.0;27304.0;24827.0;0.0
2021-09-02;ARS Lisboa e Vale do Tejo;32666.0;13924.0;18742.0;1.0
2021-09-04;ARS Alentejo;1149.0;1010.0;139.0;1.0
2021-09-06;ARS Norte;63229.0;35024.0;28205.0;0.0
2021-09-06;ARS Alentejo;7719.0;4376.0;3343.0;0.0
2021-09-06;ARS Algarve;5152.0;2764.0;2388.0;0.0
2021-09-07;ARS Norte;58066.0;30846.0;27220.0;3.0
2021-09-08;ARS Norte;53004.0;27799.0;25205.0;5.0
2021-09-08;ARS Centro;21678.0;11603.0;10075.0;1.0
2021-09-09;ARS Centro;22365.0;11712.0;10653.0;1.0
2021-09-09;ARS Lisboa e Vale do Tejo;34899.0;14670.0;20229.0;1.0
2021-09-09;ARS Alentejo;6912.0;3829.0;3083.0;0.0
2021-09-10;ARS Norte;46362.0;24108.0;22254.0;3.0
2021-09-10;ARS Centro;19281.0;10325.0;8956.0;2.0
2021-09-12;ARS Algarve;302.0;264.0;38.0;0.0
2021-09-13;ARS Centro;26508.0;13336.0;13172.0;1.0
2021-09-13;ARS Alentejo;8089.0;4640.0;3449.0;0.0
2021-09-14;ARS Norte;60203.0;30974.0;29229.0;1.0
2021-09-14;ARS Lisboa e Vale do Tejo;37364.0;15684.0;21680.0;3.0
2021-09-15;ARS Algarve;4817.0;2296.0;2521.0;0.0
2021-09-16;ARS Algarve;4983.0;2472.0;2511.0;0.0
2021-09-17;ARS Centro;19571.0;10112.0;9459.0;5.0
2021-09-17;ARS Algarve;4231.0;2106.0;2125.0;0.0
2021-09-18;ARS Alentejo;990.0;854.0;136.0;0.0
2021-09-20;ARS Centro;26502.0;13760.0;12742.0;1.0
2021-09-21;ARS Norte;63231.0;31871.0;31360.0;4.0
2021-09-24;ARS Lisboa e Vale do Tejo;31462.0;13658.0;17804.0;1.0
2021-09-27;ARS Norte;70696.0;36962.0;33734.0;5.0
2021-09-30;ARS Alentejo;7332.0;4154.0;3178.0;0.0
2021-10-02;ARS Norte;2525.0;2036.0;489.0;1.0
2021-10-03;ARS Lisboa e Vale do Tejo;1128.0;1120.0;8.0;1.0
2021-10-03;ARS Algarve;295.0;261.0;34.0;0.0
2021-10-04;ARS Norte;54334.0;31098.0;23236.0;5.0
2021-10-04;ARS Centro;21637.0;11379.0;10258.0;9.0
2021-10-06;ARS Algarve;5366.0;2686.0;2680.0;1.0
2021-10-07;ARS Alentejo;7475.0;4077.0;3398.0;3.0
2021-10-07;ARS Algarve;5089.0;2460.0;2629.0;0.0
2021-10-08;ARS Centro;20703.0;10896.0;9807.0;10.0
2021-10-08;ARS Algarve;4510.0;2246.0;2264.0;1.0
2021-10-09;ARS Norte;2798.0;2230.0;568.0;2.0
2021-10-09;ARS Centro;2017.0;1456.0;561.0;1.0
2021-10-10;ARS Algarve;267.0;225.0;42.0;0.0
2021-10-11;ARS Lisboa e Vale do Tejo;49036.0;21340.0;27696.0;14.0
2021-10-12;ARS Norte;69782.0;35044.0;34738.0;10.0
2021-10-13;ARS Norte;64215.0;31679.0;32536.0;9.0
2021-10-13;ARS Centro;25788.0;12713.0;13075.0;9.0
2021-10-15;ARS Algarve;4628.0;2202.0;2426.0;1.0
2021-10-17;ARS Norte;1977.0;1921.0;56.0;3.0
2021-10-17;ARS Lisboa e Vale do Tejo;1283.0;1246.0;37.0;10.0
2021-10-18;ARS Lisboa e Vale do Tejo;48546.0;20382.0;28164.0;9.0
2021-10-21;ARS Centro;25944.0;12720.0;13224.0;13.0
2021-10-23;ARS Norte;3125.0;2357.0;768.0;7.0
2021-10-23;ARS Centro;2176.0;1640.0;536.0;4.0
2021-10-23;ARS Lisboa e Vale do Tejo;1984.0;1762.0;222.0;5.0
2021-10-25;ARS Centro;30771.0;15569.0;15202.0;7.0
2021-10-26;ARS Centro;30045.0;15081.0;14964.0;16.0
2021-10-26;ARS Alentejo;9749.0;5386.0;4363.0;0.0
2021-10-27;ARS Centro;27598.0;13250.0;14348.0;5.0
2021-10-28;ARS Centro;26111.0;13146.0;12965.0;27.0
2021-11-01;ARS Lisboa e Vale do Tejo;1199.0;1140.0;59.0;2.0
2021-11-02;ARS Centro;28556.0;14684.0;13872.0;16.0
2021-11-03;ARS Centro;27528.0;13971.0;13557.0;11.0
2021-11-03;ARS Alentejo;8381.0;4566.0;3815.0;3.0
2021-11-04;ARS Algarve;5857.0;2739.0;3118.0;0.0
2021-11-05;ARS Centro;23166.0;12351.0;10815.0;13.0
2021-11-05;ARS Lisboa e Vale do Tejo;38216.0;16093.0;22123.0;12.0
2021-11-05;ARS Algarve;4761.0;2133.0;2628.0;3.0
2021-11-06;ARS Norte;3129.0;2420.0;709.0;2.0
2021-11-08;ARS Norte;75810.0;39886.0;35924.0;33.0
2021-11-11;ARS Norte;62998.0;30913.0;32085.0;19.0
2021-11-12;ARS Norte;41050.0;19379.0;21671.0;10.0
2021-11-12;ARS Centro;18292.0;8849.0;9443.0;5.0
2021-11-12;ARS Alentejo;5079.0;2801.0;2278.0;4.0
2021-11-12;ARS Algarve;3164.0;1574.0;1590.0;3.0
2021-11-13;ARS Alentejo;1030.0;884.0;146.0;8.0
2021-11-14;ARS Centro;2212.0;1971.0;241.0;2.0
2021-11-15;ARS Alentejo;9307.0;5443.0;3864.0;7.0
2021-11-16;ARS Norte;71902.0;36072.0;35830.0;21.0
2021-11-17;ARS Centro;28418.0;13948.0;14470.0;10.0
2021-11-18;ARS Centro;28982.0;14270.0;14712.0;34.0
2021-11-21;ARS Alentejo;1130.0;962.0;168.0;1.0
2021-11-22;ARS Centro;32779.0;16670.0;16109.0;17.0
2021-11-22;ARS Algarve;7035.0;3379.0;3656.0;1.0
2021-11-23;ARS Norte;70378.0;34648.0;35730.0;25.0
2021-11-23;ARS Lisboa e Vale do Tejo;48763.0;20404.0;28359.0;23.0
2021-11-26;ARS Lisboa e Vale do Tejo;37675.0;15840.0;21835.0;21.0
2021-11-27;ARS Alentejo;1183.0;915.0;268.0;0.0
2021-11-28;ARS Centro;1807.0;1477.0;330.0;27.0
2021-11-28;ARS Algarve;429.0;314.0;115.0;0.0
2021-11-29;ARS Algarve;6390.0;3059.0;3331.0;3.0
2021-11-30;ARS Norte;65952.0;32983.0;32969.0;24.0
2021-12-01;ARS Norte;3654.0;3077.0;577.0;1.0
2021-12-02;ARS Algarve;5910.0;2760.0;3150.0;0.0
2021-12-04;ARS Norte;3969.0;3058.0;911.0;3.0
2021-12-05;ARS Centro;2286.0;1893.0;393.0;5.0
2021-12-07;ARS Alentejo;8617.0;5190.0;3427.0;0.0
2021-12-07;ARS Algarve;6520.0;3164.0;3356.0;3.0
2021-12-08;ARS Alentejo;1282.0;1096.0;186.0;0.0
2021-12-08;ARS Algarve;648.0;494.0;154.0;1.0
2021-12-10;ARS Lisboa e Vale do Tejo;40184.0;17509.0;22675.0;18.0
2021-12-12;ARS Centro;2173.0;1723.0;450.0;2.0
2021-12-12;ARS Lisboa e Vale do Tejo;1349.0;1315.0;34.0;3.0
2021-12-14;ARS Centro;32060.0;15850.0;16210.0;13.0
2021-12-14;ARS Lisboa e Vale do Tejo;49152.0;20583.0;28569.0;18.0
2021-12-15;ARS Centro;28338.0;13530.0;14808.0;4.0
2021-12-15;ARS Lisboa e Vale do Tejo;46442.0;19229.0;27213.0;24.0
2021-12-16;ARS Alentejo;7833.0;4258.0;3575.0;3.0
2021-12-17;ARS Lisboa e Vale do Tejo;40322.0;16591.0;23731.0;22.0
2021-12-17;ARS Alentejo;6937.0;3620.0;3317.0;1.0
2021-12-18;ARS Norte;3974.0;3224.0;750.0;1.0
2021-12-18;ARS Alentejo;1085.0;861.0;224.0;0.0
2021-12-20;ARS Norte;68637.0;34934.0;33703.0;20.0
2021-12-20;ARS Lisboa e Vale do Tejo;46797.0;20076.0;26721.0;17.0
2021-12-21;ARS Norte;61496.0;30639.0;30857.0;19.0
2021-12-22;ARS Lisboa e Vale do Tejo;39050.0;16165.0;22885.0;12.0
2021-12-23;ARS Centro;20635.0;9778.0;10857.0;15.0
2021-12-27;ARS Alentejo;7430.0;4688.0;2742.0;2.0
2021-12-28;ARS Alentejo;7558.0;4659.0;2899.0;1.0
2021-12-30;ARS Algarve;4451.0;2280.0;2171.0;1.0
2021-12-31;ARS Alentejo;1282.0;1007.0;275.0;0.0
2022-01-02;ARS Norte;3944.0;3532.0;412.0;2.0
2022-01-03;ARS Centro;32185.0;15753.0;16432.0;11.0
2022-01-04;ARS Norte;74587.0;37784.0;36803.0;8.0
2022-01-06;ARS Norte;71971.0;34444.0;37527.0;17.0
2022-01-06;ARS Lisboa e Vale do Tejo;50044.0;20494.0;29550.0;21.0
2016-11-01;ARS Norte;2187.0;2187.0;0.0;8.0
2016-11-02;ARS Norte;55536.0;31383.0;24153.0;61.0
2016-11-02;ARS Alentejo;8644.0;5041.0;3603.0;21.0
2016-11-03;ARS Centro;23324.0;13346.0;9978.0;30.0
2016-11-04;ARS Alentejo;6262.0;3332.0;2930.0;13.0
2016-11-05;ARS Norte;2540.0;2406.0;134.0;25.0
2016-11-06;ARS Alentejo;734.0;696.0;38.0;12.0
2016-11-08;ARS Lisboa e Vale do Tejo;30847.0;12855.0;17992.0;61.0
2016-11-10;ARS Norte;51136.0;26318.0;24818.0;80.0
2016-11-11;ARS Algarve;3726.0;1934.0;1792.0;11.0
2016-11-12;ARS Norte;2478.0;2349.0;129.0;24.0
2016-11-13;ARS Lisboa e Vale do Tejo;1366.0;1366.0;0.0;25.0
2016-11-13;ARS Algarve;272.0;233.0;39.0;0.0
2016-11-14;ARS Centro;27177.0;15361.0;11816.0;72.0
2016-11-15;ARS Centro;24641.0;13711.0;10930.0;51.0
2016-11-15;ARS Lisboa e Vale do Tejo;32057.0;12919.0;19138.0;90.0
2016-11-17;ARS Norte;53488.0;27288.0;26200.0;110.0
2016-11-17;ARS Lisboa e Vale do Tejo;29413.0;11782.0;17631.0;99.0
2016-11-17;ARS Algarve;4787.0;2327.0;2460.0;3.0
2016-11-18;ARS Lisboa e Vale do Tejo;22584.0;9662.0;12922.0;82.0
2016-11-19;ARS Centro;1975.0;1873.0;102.0;25.0
2016-11-19;ARS Algarve;365.0;330.0;35.0;4.0
2016-11-20;ARS Centro;1651.0;1651.0;0.0;35.0
2016-11-24;ARS Lisboa e Vale do Tejo;26649.0;10699.0;15950.0;167.0
2016-11-27;ARS Algarve;284.0;282.0;2.0;4.0
2016-11-28;ARS Centro;26612.0;15237.0;11375.0;113.0
2016-11-29;ARS Centro;24970.0;13964.0;11006.0;57.0
2016-11-29;ARS Alentejo;9001.0;4914.0;4087.0;102.0
2016-12-02;ARS Centro;16940.0;10832.0;6108.0;114.0
2016-12-02;ARS Alentejo;6099.0;3548.0;2551.0;113.0
2016-12-03;ARS Norte;3112.0;2977.0;135.0;137.0
2016-12-04;ARS Norte;2875.0;2875.0;0.0;150.0
2016-12-05;ARS Norte;62901.0;36790.0;26111.0;372.0
2016-12-07;ARS Centro;21667.0;12467.0;9200.0;130.0
2016-12-07;ARS Alentejo;8040.0;4759.0;3281.0;117.0
2016-12-10;ARS Algarve;402.0;362.0;40.0;21.0
2016-12-11;ARS Centro;2244.0;2244.0;0.0;88.0
2016-12-13;ARS Lisboa e Vale do Tejo;35606.0;15674.0;19932.0;451.0
2016-12-15;ARS Algarve;5200.0;2767.0;2433.0;32.0
2016-12-16;ARS Lisboa e Vale do Tejo;26231.0;11272.0;14959.0;402.0
2016-12-17;ARS Norte;3339.0;3206.0;133.0;204.0
2016-12-19;ARS Alentejo;9074.0;5323.0;3751.0;149.0
2016-12-20;ARS Alentejo;8173.0;4513.0;3660.0;107.0
2016-12-20;ARS Algarve;4700.0;2445.0;2255.0;33.0
2016-12-21;ARS Centro;21397.0;12045.0;9352.0;265.0
2016-12-21;ARS Alentejo;7208.0;4009.0;3199.0;124.0
2016-12-22;ARS Alentejo;6848.0;3720.0;3128.0;141.0
2016-12-23;ARS Algarve;2817.0;1488.0;1329.0;35.0
2016-12-24;ARS Algarve;326.0;291.0;35.0;21.0
2016-12-25;ARS Alentejo;737.0;694.0;43.0;61.0
2016-12-25;ARS Algarve;192.0;177.0;15.0;16.0
2016-12-26;ARS Norte;3564.0;3407.0;157.0;181.0
2016-12-26;ARS Alentejo;1492.0;1374.0;118.0;84.0
2016-12-27;ARS Norte;53928.0;32647.0;21281.0;763.0
2016-12-29;ARS Alentejo;6494.0;3917.0;2577.0;137.0
2016-12-29;ARS Algarve;3396.0;1881.0;1515.0;66.0
2016-12-30;ARS Norte;35291.0;20655.0;14636.0;718.0
2016-12-30;ARS Alentejo;4580.0;2806.0;1774.0;107.0
2017-01-01;ARS Algarve;237.0;236.0;1.0;18.0
2017-01-03;ARS Centro;24792.0;14965.0;9827.0;410.0
2017-01-05;ARS Lisboa e Vale do Tejo;31125.0;13416.0;17709.0;456.0
2017-01-05;ARS Alentejo;8063.0;4625.0;3438.0;93.0
2017-01-05;ARS Algarve;4631.0;2352.0;2279.0;70.0
2017-01-07;ARS Norte;3738.0;3602.0;136.0;205.0
2017-01-07;ARS Alentejo;978.0;910.0;68.0;37.0
2017-01-08;ARS Norte;3136.0;3136.0;0.0;214.0
2017-01-08;ARS Algarve;351.0;274.0;77.0;23.0
2017-01-09;ARS Lisboa e Vale do Tejo;35769.0;16014.0;19755.0;476.0
2017-01-09;ARS Alentejo;9421.0;5420.0;4001.0;92.0
2017-01-10;ARS Centro;26241.0;15034.0;11207.0;319.0
2017-01-10;ARS Alentejo;9726.0;5371.0;4355.0;87.0
2017-01-13;ARS Alentejo;6628.0;3587.0;3041.0;66.0
2017-01-13;ARS Algarve;4127.0;2167.0;1960.0;20.0
2017-01-16;ARS Lisboa e Vale do Tejo;35989.0;15766.0;20223.0;328.0
2017-01-17;ARS Alentejo;9301.0;5071.0;4230.0;76.0
2017-01-17;ARS Algarve;5125.0;2654.0;2471.0;38.0
2017-01-19;ARS Centro;19764.0;10988.0;8776.0;185.0
2017-01-20;ARS Centro;14283.0;8748.0;5535.0;140.0
2017-01-22;ARS Lisboa e Vale do Tejo;1816.0;1816.0;0.0;54.0
2017-01-24;ARS Alentejo;8562.0;4558.0;4004.0;51.0
2017-01-25;ARS Alentejo;8346.0;4553.0;3793.0;51.0
2017-01-27;ARS Algarve;4076.0;2058.0;2018.0;21.0
2017-01-28;ARS Algarve;445.0;441.0;4.0;3.0
2017-01-29;ARS Centro;1997.0;1997.0;0.0;62.0
2017-01-29;ARS Algarve;334.0;244.0;90.0;4.0
2017-01-30;ARS Norte;62119.0;33537.0;28582.0;250.0
2017-01-31;ARS Norte;58311.0;30079.0;28232.0;236.0
2017-01-31;ARS Centro;24287.0;13568.0;10719.0;130.0
2017-02-02;ARS Lisboa e Vale do Tejo;30037.0;12081.0;17956.0;135.0
2017-02-03;ARS Norte;41745.0;21895.0;19850.0;129.0
2017-02-03;ARS Lisboa e Vale do Tejo;25302.0;10535.0;14767.0;121.0
2017-02-04;ARS Centro;2296.0;2193.0;103.0;34.0
2017-02-05;ARS Algarve;330.0;320.0;10.0;4.0
2017-02-06;ARS Alentejo;9466.0;5247.0;4219.0;24.0
2017-02-07;ARS Alentejo;8866.0;4557.0;4309.0;29.0
2017-02-08;ARS Lisboa e Vale do Tejo;31356.0;12830.0;18526.0;76.0
2017-02-09;ARS Centro;22279.0;11663.0;10616.0;60.0
2017-02-09;ARS Alentejo;7432.0;4037.0;3395.0;24.0
2017-02-10;ARS Norte;42538.0;22338.0;20200.0;104.0
2017-02-11;ARS Norte;2862.0;2719.0;143.0;45.0
2017-02-11;ARS Centro;2125.0;2032.0;93.0;30.0
2017-02-11;ARS Alentejo;852.0;757.0;95.0;12.0
2017-02-12;ARS Centro;1807.0;1807.0;0.0;20.0
2017-02-12;ARS Lisboa e Vale do Tejo;1572.0;1567.0;5.0;14.0
2017-02-12;ARS Alentejo;709.0;641.0;68.0;6.0
2017-02-13;ARS Norte;62891.0;34141.0;28750.0;137.0
2017-02-13;ARS Algarve;5045.0;2609.0;2436.0;21.0
2017-02-15;ARS Alentejo;8625.0;4675.0;3950.0;32.0
2017-02-15;ARS Algarve;4413.0;2180.0;2233.0;9.0
2017-02-16;ARS Alentejo;7611.0;4092.0;3519.0;17.0
2017-02-17;ARS Centro;16925.0;9985.0;6940.0;39.0
2017-02-19;ARS Centro;1865.0;1865.0;0.0;16.0
2017-02-19;ARS Lisboa e Vale do Tejo;1530.0;1530.0;0.0;18.0
2017-02-21;ARS Centro;24810.0;13405.0;11405.0;41.0
2017-02-22;ARS Centro;23187.0;12596.0;10591.0;36.0
2017-02-23;ARS Centro;22378.0;11705.0;10673.0;42.0
2017-02-23;ARS Lisboa e Vale do Tejo;30509.0;12017.0;18492.0;82.0
2017-02-24;ARS Norte;42746.0;21920.0;20826.0;65.0
2017-02-24;ARS Lisboa e Vale do Tejo;25457.0;10566.0;14891.0;45.0
2017-02-24;ARS Algarve;3953.0;1936.0;2017.0;9.0
2017-02-26;ARS Lisboa e Vale do Tejo;1464.0;1464.0;0.0;27.0
2017-02-26;ARS Alentejo;806.0;769.0;37.0;7.0
2017-02-27;ARS Lisboa e Vale do Tejo;28914.0;12377.0;16537.0;72.0
2017-02-28;ARS Alentejo;963.0;869.0;94.0;3.0
2017-02-28;ARS Algarve;273.0;248.0;25.0;6.0
2017-03-01;ARS Norte;57415.0;31644.0;25771.0;77.0
2017-03-02;ARS Alentejo;8595.0;4664.0;3931.0;12.0
2017-03-03;ARS Alentejo;6734.0;3496.0;3238.0;20.0
2017-03-03;ARS Algarve;3975.0;2009.0;1966.0;9.0
2017-03-06;ARS Alentejo;9659.0;5366.0;4293.0;22.0
2017-03-07;ARS Lisboa e Vale do Tejo;33061.0;13395.0;19666.0;46.0
2017-03-08;ARS Centro;23443.0;12632.0;10811.0;39.0
2017-03-08;ARS Algarve;4091.0;2002.0;2089.0;10.0
2017-03-10;ARS Alentejo;6698.0;3527.0;3171.0;6.0
2017-03-11;ARS Alentejo;913.0;841.0;72.0;9.0
2017-03-12;ARS Lisboa e Vale do Tejo;1378.0;1378.0;0.0;24.0
2017-03-13;ARS Alentejo;9184.0;4752.0;4432.0;19.0
2017-03-13;ARS Algarve;4900.0;2552.0;2348.0;11.0
2017-03-14;ARS Alentejo;9122.0;4456.0;4666.0;17.0
2017-03-14;ARS Algarve;4932.0;2462.0;2470.0;3.0
2017-03-16;ARS Lisboa e Vale do Tejo;28547.0;11246.0;17301.0;50.0
2017-03-17;ARS Alentejo;5918.0;3206.0;2712.0;10.0
2017-03-18;ARS Centro;2124.0;2028.0;96.0;13.0
2017-03-18;ARS Lisboa e Vale do Tejo;2134.0;2102.0;32.0;11.0
2017-03-18;ARS Alentejo;818.0;762.0;56.0;1.0
2017-03-19;ARS Algarve;291.0;264.0;27.0;2.0
2017-03-20;ARS Norte;60754.0;32120.0;28634.0;72.0
2017-03-22;ARS Lisboa e Vale do Tejo;29599.0;11567.0;18032.0;46.0
2017-03-22;ARS Alentejo;8453.0;4269.0;4184.0;7.0
2017-03-23;ARS Norte;47195.0;23341.0;23854.0;52.0
2017-03-25;ARS Norte;2520.0;2387.0;133.0;19.0
2017-03-25;ARS Lisboa e Vale do Tejo;1997.0;1959.0;38.0;24.0
2017-03-25;ARS Alentejo;800.0;730.0;70.0;3.0
2017-03-25;ARS Algarve;350.0;350.0;0.0;0.0
2017-03-26;ARS Norte;2173.0;2173.0;0.0;25.0
2017-03-26;ARS Centro;1580.0;1580.0;0.0;12.0
2017-03-26;ARS Lisboa e Vale do Tejo;1128.0;1128.0;0.0;14.0
2017-03-26;ARS Algarve;293.0;192.0;101.0;4.0
2017-03-28;ARS Norte;55538.0;28498.0;27040.0;53.0
2017-04-01;ARS Centro;2058.0;1987.0;71.0;16.0
2017-04-01;ARS Algarve;337.0;271.0;66.0;0.0
2017-04-02;ARS Alentejo;719.0;663.0;56.0;3.0
2017-04-03;ARS Lisboa e Vale do Tejo;33697.0;14500.0;19197.0;0.0
2017-04-03;ARS Algarve;4936.0;2589.0;2347.0;2.0
2017-04-05;ARS Alentejo;8499.0;4571.0;3928.0;3.0
2017-04-06;ARS Norte;47437.0;23796.0;23641.0;41.0
2017-04-06;ARS Centro;21325.0;11197.0;10128.0;16.0
2017-04-07;ARS Norte;41006.0;21271.0;19735.0;27.0
2017-04-07;ARS Centro;17640.0;10340.0;7300.0;18.0
2017-04-07;ARS Alentejo;6044.0;3207.0;2837.0;16.0
2017-04-08;ARS Norte;2668.0;2527.0;141.0;27.0
2017-04-08;ARS Algarve;381.0;368.0;13.0;9.0
2017-04-10;ARS Centro;24509.0;14025.0;10484.0;21.0
2017-04-10;ARS Alentejo;8751.0;4827.0;3924.0;15.0
2017-04-11;ARS Norte;52980.0;27185.0;25795.0;30.0
2017-04-11;ARS Algarve;4212.0;2212.0;2000.0;0.0
2017-04-12;ARS Lisboa e Vale do Tejo;27977.0;11149.0;16828.0;0.0
2017-04-14;ARS Lisboa e Vale do Tejo;1087.0;1087.0;0.0;0.0
2017-04-14;ARS Alentejo;800.0;739.0;61.0;0.0
2017-04-16;ARS Centro;1290.0;1290.0;0.0;15.0
2017-04-17;ARS Algarve;4557.0;2450.0;2107.0;1.0
2017-04-18;ARS Lisboa e Vale do Tejo;31259.0;12610.0;18649.0;0.0
2017-04-18;ARS Algarve;4755.0;2439.0;2316.0;2.0
2017-04-19;ARS Alentejo;9193.0;5093.0;4100.0;2.0
2017-04-21;ARS Centro;18979.0;11417.0;7562.0;16.0
2017-04-21;ARS Algarve;3857.0;1950.0;1907.0;2.0
2017-04-22;ARS Norte;2636.0;2515.0;121.0;15.0
2017-04-22;ARS Lisboa e Vale do Tejo;1888.0;1857.0;31.0;0.0
2017-04-24;ARS Lisboa e Vale do Tejo;28020.0;12564.0;15456.0;0.0
2017-04-25;ARS Norte;2186.0;2186.0;0.0;17.0
2017-04-26;ARS Norte;58542.0;33478.0;25064.0;23.0
2017-04-26;ARS Centro;24123.0;14418.0;9705.0;14.0
2017-04-27;ARS Lisboa e Vale do Tejo;30056.0;12415.0;17641.0;0.0
2017-04-27;ARS Alentejo;8704.0;4929.0;3775.0;6.0
2017-04-27;ARS Algarve;4369.0;2220.0;2149.0;5.0
2017-04-28;ARS Alentejo;6958.0;3739.0;3219.0;7.0
2017-04-30;ARS Algarve;294.0;273.0;21.0;1.0
2017-05-04;ARS Algarve;4018.0;2067.0;1951.0;2.0
2017-05-05;ARS Alentejo;5704.0;3075.0;2629.0;7.0
2017-05-05;ARS Algarve;3491.0;1806.0;1685.0;1.0
2017-05-06;ARS Norte;2361.0;2246.0;115.0;11.0
2017-05-06;ARS Alentejo;814.0;720.0;94.0;1.0
2017-05-09;ARS Norte;60138.0;31164.0;28974.0;21.0
2017-05-10;ARS Centro;16112.0;9045.0;7067.0;8.0
2017-05-12;ARS Centro;1839.0;1742.0;97.0;7.0
2017-05-12;ARS Alentejo;1090.0;921.0;169.0;0.0
2017-05-13;ARS Norte;2592.0;2469.0;123.0;12.0
2017-05-13;ARS Lisboa e Vale do Tejo;1948.0;1910.0;38.0;5.0
2017-05-14;ARS Algarve;269.0;200.0;69.0;3.0
2017-05-15;ARS Lisboa e Vale do Tejo;40005.0;18541.0;21464.0;18.0
2017-05-15;ARS Algarve;6127.0;3265.0;2862.0;2.0
2017-05-18;ARS Lisboa e Vale do Tejo;32629.0;12862.0;19767.0;14.0
2017-05-19;ARS Norte;42770.0;22426.0;20344.0;21.0
2017-05-19;ARS Centro;17549.0;10530.0;7019.0;12.0
2017-05-21;ARS Norte;2175.0;2175.0;0.0;10.0
2017-05-21;ARS Lisboa e Vale do Tejo;1306.0;1306.0;0.0;10.0
2017-05-24;ARS Norte;51243.0;25509.0;25734.0;15.0
2017-05-25;ARS Alentejo;6582.0;3388.0;3194.0;4.0
2017-05-26;ARS Lisboa e Vale do Tejo;13821.0;5375.0;8446.0;4.0
2017-05-27;ARS Lisboa e Vale do Tejo;2085.0;2052.0;33.0;5.0
2017-05-28;ARS Norte;2214.0;2214.0;0.0;6.0
2017-05-29;ARS Centro;26758.0;15205.0;11553.0;13.0
2017-05-30;ARS Norte;58135.0;29907.0;28228.0;22.0
2017-06-01;ARS Norte;50630.0;25616.0;25014.0;14.0
2017-06-02;ARS Lisboa e Vale do Tejo;25355.0;10595.0;14760.0;16.0
2017-06-02;ARS Algarve;3875.0;2042.0;1833.0;4.0
2017-06-03;ARS Lisboa e Vale do Tejo;1749.0;1717.0;32.0;6.0
2017-06-04;ARS Norte;2072.0;2072.0;0.0;8.0
2017-06-04;ARS Algarve;242.0;202.0;40.0;1.0
2017-06-05;ARS Algarve;5073.0;2651.0;2422.0;2.0
2017-06-06;ARS Alentejo;8689.0;4568.0;4121.0;3.0
2017-06-08;ARS Norte;50293.0;25122.0;25171.0;19.0
2017-06-08;ARS Lisboa e Vale do Tejo;30276.0;11572.0;18704.0;10.0
2017-06-08;ARS Algarve;4585.0;2164.0;2421.0;3.0
2017-06-09;ARS Centro;17347.0;10185.0;7162.0;12.0
2017-06-09;ARS Algarve;3843.0;1913.0;1930.0;5.0
2017-06-10;ARS Algarve;312.0;295.0;17.0;0.0
2017-06-11;ARS Alentejo;735.0;637.0;98.0;2.0
2017-06-11;ARS Algarve;248.0;229.0;19.0;2.0
2017-06-12;ARS Centro;23756.0;13675.0;10081.0;13.0
2017-06-12;ARS Lisboa e Vale do Tejo;30124.0;13225.0;16899.0;17.0
2017-06-13;ARS Alentejo;8088.0;4263.0;3825.0;1.0
2017-06-13;ARS Algarve;4671.0;2276.0;2395.0;0.0
2017-06-14;ARS Alentejo;7527.0;4142.0;3385.0;1.0
2017-06-15;ARS Norte;2065.0;2065.0;0.0;2.0
2017-06-15;ARS Centro;1733.0;1733.0;0.0;2.0
2017-06-16;ARS Algarve;3003.0;1678.0;1325.0;6.0
2017-06-17;ARS Algarve;271.0;270.0;1.0;1.0
2017-06-18;ARS Lisboa e Vale do Tejo;1053.0;1053.0;0.0;2.0
2017-06-20;ARS Norte;53751.0;27781.0;25970.0;18.0
2017-06-20;ARS Centro;23369.0;12724.0;10645.0;3.0
2017-06-21;ARS Lisboa e Vale do Tejo;30404.0;12300.0;18104.0;7.0
2017-06-21;ARS Algarve;4336.0;2048.0;2288.0;3.0
2017-06-23;ARS Lisboa e Vale do Tejo;23331.0;9809.0;13522.0;3.0
2017-06-23;ARS Algarve;3440.0;1695.0;1745.0;1.0
2017-06-25;ARS Centro;1794.0;1794.0;0.0;0.0
2017-06-25;ARS Alentejo;720.0;681.0;39.0;3.0
2017-06-25;ARS Algarve;285.0;210.0;75.0;0.0
2017-06-26;ARS Lisboa e Vale do Tejo;33667.0;14801.0;18866.0;10.0
2017-06-26;ARS Alentejo;7891.0;4348.0;3543.0;5.0
